,folder,report,RTN,address,date_sampled,sample_id,lab,page,error,Matrix,DF,Acronym,Compound,CAS,Result,RL,MCL,MDL,Units,Result_val,limit
105,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-2  14-15,SGS,19,,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.1,,0.27,ug/kg,,0.27
106,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-2  14-15,SGS,19,,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.1,,0.27,ug/kg,,0.27
107,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-2  14-15,SGS,19,,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.1,,0.27,ug/kg,,0.27
108,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-2  14-15,SGS,19,,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.7,,0.55,ug/kg,,0.55
109,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-2  14-15,SGS,19,,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.7,,0.55,ug/kg,,0.55
110,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-2  14-15,SGS,19,,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.1,,0.27,ug/kg,,0.27
111,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-2  14-15,SGS,19,,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.1,,0.27,ug/kg,,0.27
112,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.0,,,ug/kg,,1.0
113,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.0,,,ug/kg,,1.0
114,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.0,,,ug/kg,,1.0
115,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.0,,,ug/kg,,1.0
116,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.0,,,ug/kg,,1.0
117,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.0,,,ug/kg,,1.0
118,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.0,,,ug/kg,,1.0
119,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.0,,,ug/kg,,1.0
120,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.0,,,ug/kg,,1.0
121,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.0,,,ug/kg,,1.0
122,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.0,,,ug/kg,,1.0
123,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.0,,,ug/kg,,1.0
124,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.6,,,ug/kg,,2.6
125,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.6,,,ug/kg,,2.6
126,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.0,,,ug/kg,,1.0
127,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  0-12,SGS,21,,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.0,,,ug/kg,,1.0
128,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.0,,,ug/kg,,1.0
129,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.0,,,ug/kg,,1.0
130,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.0,,,ug/kg,,1.0
131,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.0,,,ug/kg,,1.0
132,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFDA,Perfluorodecanoic acid,335-76-2,1.42,1.0,,,ug/kg,1.42,1.0
133,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.0,,,ug/kg,,1.0
134,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.0,,,ug/kg,,1.0
135,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.0,,,ug/kg,,1.0
136,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.0,,,ug/kg,,1.0
137,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.0,,,ug/kg,,1.0
138,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.0,,,ug/kg,,1.0
139,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.0,,,ug/kg,,1.0
140,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.6,,,ug/kg,,2.6
141,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.6,,,ug/kg,,2.6
142,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.0,,,ug/kg,,1.0
143,2-0021045 - Stow - MA Fire Academy/,lab report FA68181 soil borings 09-18-2019.pdf,2-0021045,,,CMG-3  5-10,SGS,23,,SO - Soil,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.0,,,ug/kg,,1.0
144,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,4.9,,,ug/kg,,4.9
145,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,4.9,,,ug/kg,,4.9
146,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,4.9,,,ug/kg,,4.9
147,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFNA,Perfluorononanoic acid,375-95-1,ND,4.9,,,ug/kg,,4.9
148,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,4.9,,,ug/kg,,4.9
149,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,4.9,,,ug/kg,,4.9
150,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFDoA,Perfluorododecanoic acid,307-55-1,5.81,4.9,,,ug/kg,5.81,4.9
151,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,9.54,4.9,,,ug/kg,9.54,4.9
152,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,4.9,,,ug/kg,,4.9
153,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,4.9,,,ug/kg,,4.9
154,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,4.9,,,ug/kg,,4.9
155,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,4.9,,,ug/kg,,4.9
156,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,12.0,,,ug/kg,,12.0
157,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,12.0,,,ug/kg,,12.0
158,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,4.9,,,ug/kg,,4.9
159,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-SLUDGE,SGS,10,,SO - Sludge,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,4.9,,,ug/kg,,4.9
160,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFHxA,Perfluorohexanoic acid,307-24-4,20.1,8.0,,,ng/l,20.1,8.0
161,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFHpA,Perfluoroheptanoic acid,375-85-9,12.3,8.0,,,ng/l,12.3,8.0
162,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFOA,Perfluorooctanoic acid,335-67-1,9.25,8.0,,,ng/l,9.25,8.0
163,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFNA,Perfluorononanoic acid,375-95-1,ND,8.0,,,ng/l,,8.0
164,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFDA,Perfluorodecanoic acid,335-76-2,ND,8.0,,,ng/l,,8.0
165,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,8.0,,,ng/l,,8.0
166,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFDoA,Perfluorododecanoic acid,307-55-1,ND,8.0,,,ng/l,,8.0
167,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,8.0,,,ng/l,,8.0
168,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,8.0,,,ng/l,,8.0
169,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,8.0,,,ng/l,,8.0
170,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,8.0,,,ng/l,,8.0
171,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,8.0,,,ng/l,,8.0
172,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,40.0,,,ng/l,,40.0
173,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,40.0,,,ng/l,,40.0
174,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,16.0,,,ng/l,,16.0
175,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,PUMP-H-WATER,SGS,12,,AQ - Water,2,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,16.0,,,ng/l,,16.0
176,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,4.0,,,ng/l,,4.0
177,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,4.0,,,ng/l,,4.0
178,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,4.0,,,ng/l,,4.0
179,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFNA,Perfluorononanoic acid,375-95-1,ND,4.0,,,ng/l,,4.0
180,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,4.0,,,ng/l,,4.0
181,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,4.0,,,ng/l,,4.0
182,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,4.0,,,ng/l,,4.0
183,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,4.0,,,ng/l,,4.0
184,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,4.0,,,ng/l,,4.0
185,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,4.0,,,ng/l,,4.0
186,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,4.0,,,ng/l,,4.0
187,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,4.0,,,ng/l,,4.0
188,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,20.0,,,ng/l,,20.0
189,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,20.0,,,ng/l,,20.0
190,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,8.0,,,ng/l,,8.0
191,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,FB-PUMP-H,SGS,14,,AQ - Water,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,8.0,,,ng/l,,8.0
192,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFHxA,Perfluorohexanoic acid,307-24-4,18.6,8.0,,,ng/l,18.6,8.0
193,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFHpA,Perfluoroheptanoic acid,375-85-9,11.6,8.0,,,ng/l,11.6,8.0
194,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFOA,Perfluorooctanoic acid,335-67-1,9.16,8.0,,,ng/l,9.16,8.0
195,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFNA,Perfluorononanoic acid,375-95-1,ND,8.0,,,ng/l,,8.0
196,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFDA,Perfluorodecanoic acid,335-76-2,ND,8.0,,,ng/l,,8.0
197,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,8.0,,,ng/l,,8.0
198,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFDoA,Perfluorododecanoic acid,307-55-1,ND,8.0,,,ng/l,,8.0
199,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,8.0,,,ng/l,,8.0
200,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,8.0,,,ng/l,,8.0
201,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,8.0,,,ng/l,,8.0
202,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFHxS,Perfluorohexanesulfonic acid,355-46-4,9.02,8.0,,,ng/l,9.02,8.0
203,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,PFOS,Perfluorooctanesulfonic acid,1763-23-1,9.91,8.0,,,ng/l,9.91,8.0
204,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,40.0,,,ng/l,,40.0
205,2-0021045 - Stow - MA Fire Academy/,lab report FA68136 stormwater_waste_wetland soil 09-17-2019.pdf,2-0021045,,,CB-301-A,SGS,15,,AQ - Water,2,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,40.0,,,ng/l,,40.0
